donor_id,campaign_id,date,amount
35,11,2023-01-12,171.0
198,16,2023-03-22,386.0
485,3,2023-11-26,90.0
59,6,2024-01-27,380.0
161,14,2024-09-28,386.0
206,18,2023-11-03,145.0
12,17,2023-09-24,10.0
490,4,2024-03-22,214.0
276,15,2024-03-16,148.0
242,11,2024-10-13,427.0
216,3,2023-01-02,100.0
251,3,2024-06-03,427.0
126,16,2024-10-12,90.0
217,5,2024-09-27,375.0
306,10,2023-11-05,180.0
185,19,2024-06-05,103.0
39,4,2024-04-13,372.0
223,19,2023-07-31,94.0
184,11,2023-04-22,405.0
495,2,2023-01-08,248.0
427,10,2024-04-21,457.0
178,11,2024-04-04,170.0
428,20,2023-09-10,51.0
294,16,2024-06-09,123.0
151,19,2024-03-13,240.0
308,14,2023-08-24,244.0
336,2,2023-11-02,234.0
375,5,2024-04-22,228.0
8,5,2024-11-09,100.0
341,19,2023-01-20,103.0
129,12,2023-08-04,208.0
352,18,2023-05-15,427.0
358,4,2023-05-09,100.0
428,17,2024-02-14,498.0
495,10,2024-02-26,214.0
86,20,2023-10-21,104.0
175,6,2023-09-03,51.0
193,14,2024-12-01,498.0
311,11,2024-07-09,244.0
218,18,2024-07-09,331.0
427,18,2024-01-10,170.0
414,11,2024-03-21,100.0
114,12,2024-01-13,208.0
303,9,2024-10-18,405.0
345,9,2023-02-20,100.0
1,10,2023-08-30,95.0
147,19,2023-10-21,448.0
287,1,2024-07-16,426.0
53,7,2023-09-23,244.0
304,4,2023-04-30,107.0
69,1,2024-12-12,386.0
361,15,2023-09-05,10.0
220,8,2023-03-11,171.0
161,12,2023-02-26,373.0
89,18,2024-01-17,66.0
159,15,2023-02-08,427.0
324,14,2023-01-18,160.0
381,14,2023-12-18,107.0
494,20,2023-10-10,448.0
19,18,2024-08-08,411.0
454,16,2023-04-20,100.0
482,1,2023-06-29,234.0
397,11,2024-06-27,77.0
279,15,2023-01-25,109.0
365,12,2023-02-26,396.0
331,8,2023-06-29,427.0
455,6,2023-12-09,240.0
65,3,2024-04-21,77.0
76,13,2024-07-29,95.0
473,2,2023-08-20,448.0
417,5,2023-10-16,66.0
305,17,2023-08-01,405.0
497,6,2023-09-15,42.0
291,2,2024-06-13,77.0
102,4,2024-11-17,170.0
267,11,2023-08-17,386.0
3,8,2023-08-14,109.0
85,12,2024-08-18,457.0
328,8,2024-03-10,293.0
450,11,2024-02-06,427.0
454,20,2024-09-13,180.0
221,8,2023-03-29,386.0
154,8,2024-08-06,100.0
12,17,2024-06-25,304.0
133,20,2024-11-14,393.0
304,20,2023-11-05,71.0
293,16,2023-12-09,349.0
300,14,2024-03-11,457.0
43,11,2023-06-26,375.0
343,7,2023-05-19,100.0
326,16,2023-07-13,304.0
498,13,2023-07-05,107.0
427,16,2023-06-13,431.0
21,9,2023-06-10,304.0
407,3,2024-06-08,149.0
336,19,2024-08-23,336.0
117,20,2023-02-11,126.0
124,5,2023-07-29,406.0
399,10,2023-10-02,498.0
51,17,2023-10-06,322.0
324,15,2023-09-08,484.0
141,8,2023-11-06,380.0
470,15,2024-12-20,214.0
334,14,2023-05-20,242.0
494,7,2024-06-13,396.0
156,12,2023-02-26,212.0
291,17,2023-04-22,484.0
144,17,2023-01-05,167.0
106,10,2024-02-14,386.0
2,14,2023-07-01,167.0
90,11,2023-01-13,314.0
345,2,2023-12-05,367.0
350,18,2023-09-16,242.0
459,7,2023-03-31,393.0
263,12,2024-09-07,171.0
351,2,2024-11-28,107.0
39,18,2023-09-12,186.0
159,6,2024-08-10,396.0
312,10,2023-04-18,380.0
241,20,2024-10-29,244.0
445,15,2024-08-16,431.0
298,5,2024-08-11,302.0
36,20,2024-04-29,491.0
84,3,2023-09-15,396.0
452,5,2024-09-30,248.0
385,8,2023-10-09,10.0
172,8,2023-03-29,171.0
362,12,2023-01-16,426.0
141,8,2023-05-31,426.0
118,11,2023-09-11,431.0
277,14,2023-07-07,95.0
220,8,2023-11-25,457.0
26,10,2024-06-27,160.0
10,7,2024-02-01,234.0
378,17,2024-05-31,382.0
152,4,2024-04-03,186.0
49,13,2023-11-26,66.0
154,4,2023-06-18,100.0
293,5,2024-11-23,448.0
50,4,2024-01-01,467.0
60,18,2023-06-27,167.0
167,6,2024-10-16,400.0
202,2,2023-12-28,126.0
146,11,2024-09-30,41.0
439,14,2023-02-09,127.0
242,5,2024-02-20,322.0
483,6,2023-12-21,51.0
108,10,2023-09-12,302.0
226,8,2023-05-23,314.0
432,14,2024-12-10,253.0
419,3,2024-07-30,107.0
455,12,2023-01-11,469.0
160,16,2024-09-11,406.0
77,17,2023-01-26,90.0
85,1,2024-02-25,336.0
441,10,2024-10-24,94.0
254,10,2023-08-09,148.0
320,2,2024-05-10,350.0
263,9,2023-08-25,481.0
374,13,2023-08-25,94.0
167,16,2023-08-07,406.0
280,19,2024-04-05,56.0
302,12,2024-10-24,373.0
218,8,2024-09-26,214.0
102,17,2023-05-24,385.0
288,15,2023-07-08,484.0
167,10,2023-09-12,140.0
36,15,2023-03-09,118.0
353,15,2024-09-07,120.0
73,7,2023-12-02,170.0
353,13,2024-11-01,230.0
70,17,2024-02-13,431.0
425,9,2023-10-27,419.0
428,8,2024-08-24,100.0
428,20,2023-12-23,170.0
160,18,2023-09-13,386.0
149,13,2023-12-19,400.0
230,16,2024-06-04,400.0
67,9,2024-06-07,77.0
381,12,2024-11-24,248.0
342,19,2023-04-09,385.0
130,7,2023-07-16,123.0
172,3,2024-04-26,469.0
209,16,2023-08-14,42.0
354,18,2024-09-06,386.0
471,16,2024-09-09,393.0
116,7,2023-12-31,304.0
264,4,2024-01-03,393.0
442,8,2024-07-23,24.0
453,13,2024-08-12,41.0
477,13,2023-03-16,234.0
287,17,2023-02-11,386.0
303,17,2024-02-26,467.0
311,5,2023-06-30,253.0
208,6,2024-06-28,430.0
446,19,2023-03-12,20.0
55,13,2024-07-21,234.0
12,14,2023-04-15,481.0
279,13,2024-08-08,304.0
348,6,2024-11-13,353.0
104,6,2024-01-12,127.0
428,3,2024-10-16,242.0
248,3,2024-11-08,42.0
364,13,2024-02-03,349.0
321,2,2023-08-09,159.0
286,16,2024-08-17,375.0
149,6,2023-07-01,103.0
84,8,2023-11-03,366.0
406,8,2024-06-05,244.0
456,6,2024-01-31,427.0
161,14,2023-01-04,375.0
460,3,2023-10-08,242.0
500,10,2023-08-03,149.0
85,3,2024-09-01,498.0
481,12,2024-02-24,302.0
114,17,2023-04-11,51.0
361,5,2024-06-04,71.0
341,20,2024-07-26,411.0
449,9,2023-11-05,42.0
180,20,2024-10-19,396.0
407,7,2024-05-24,90.0
196,4,2023-03-04,180.0
466,13,2024-09-24,498.0
311,13,2023-08-14,380.0
262,10,2023-04-15,349.0
419,18,2024-02-29,353.0
406,17,2023-09-12,244.0
342,20,2024-03-09,331.0
316,13,2023-07-26,382.0
101,17,2023-01-28,385.0
244,4,2024-11-12,498.0
490,1,2023-12-02,77.0
12,1,2024-08-10,336.0
239,15,2024-09-19,396.0
429,17,2024-05-27,100.0
158,8,2023-06-16,331.0
216,18,2024-12-30,457.0
462,13,2024-01-03,349.0
134,14,2023-09-08,159.0
67,8,2024-11-16,258.0
7,8,2023-06-19,170.0
73,15,2023-03-31,24.0
399,13,2024-07-14,427.0
405,7,2024-03-21,331.0
130,5,2023-10-21,71.0
466,17,2023-05-30,126.0
206,16,2023-05-12,234.0
266,2,2024-03-08,244.0
253,18,2023-02-28,431.0
289,17,2023-07-18,386.0
164,7,2023-08-03,385.0
95,13,2024-07-14,396.0
110,18,2024-04-16,427.0
336,14,2023-09-04,159.0
238,18,2024-01-17,148.0
436,11,2024-01-02,314.0
483,16,2023-06-17,375.0
117,8,2023-02-20,208.0
482,19,2024-09-01,233.0
392,20,2024-12-28,240.0
79,15,2024-11-19,244.0
173,9,2024-01-15,120.0
12,20,2024-04-18,113.0
128,10,2023-03-21,109.0
92,12,2024-11-27,230.0
447,20,2024-01-02,171.0
390,1,2024-04-05,234.0
43,20,2024-06-22,405.0
254,9,2024-03-27,103.0
130,15,2024-04-08,41.0
60,1,2024-04-22,113.0
467,12,2024-02-24,126.0
287,3,2024-12-07,233.0
428,11,2023-08-02,293.0
467,2,2024-01-04,100.0
345,16,2023-04-24,90.0
382,9,2024-05-17,491.0
253,15,2024-09-27,242.0
56,12,2024-08-10,83.0
463,1,2023-11-07,100.0
457,13,2024-04-13,90.0
83,14,2024-12-08,353.0
99,8,2023-02-13,396.0
149,8,2024-02-19,380.0
329,12,2024-11-28,107.0
156,1,2023-09-03,228.0
190,11,2023-03-25,90.0
494,8,2023-07-26,107.0
263,10,2023-05-31,90.0
80,19,2024-10-29,23.0
400,11,2024-06-11,396.0
260,7,2023-06-14,448.0
101,11,2023-05-25,228.0
359,17,2023-02-06,159.0
380,1,2023-11-29,304.0
221,8,2024-02-07,100.0
420,6,2024-02-18,20.0
124,18,2023-02-14,372.0
422,6,2024-02-06,385.0
231,5,2023-07-25,95.0
63,13,2023-03-03,386.0
485,19,2024-02-24,10.0
483,8,2024-04-12,42.0
155,17,2023-12-31,244.0
92,3,2023-10-27,366.0
455,19,2023-01-07,56.0
390,11,2024-03-03,95.0
183,17,2023-04-27,385.0
386,19,2024-08-02,382.0
405,2,2024-05-21,349.0
246,8,2024-06-29,185.0
471,19,2024-12-06,491.0
423,7,2023-11-21,349.0
65,17,2023-02-24,258.0
13,6,2023-02-11,366.0
213,19,2023-10-24,148.0
242,6,2023-08-19,341.0
493,2,2024-03-28,341.0
213,6,2024-01-29,366.0
338,5,2024-06-05,341.0
173,19,2023-12-24,396.0
164,20,2024-03-19,233.0
465,4,2023-05-08,396.0
497,17,2024-11-21,244.0
395,11,2024-02-09,10.0
308,4,2024-01-27,293.0
390,20,2024-08-26,427.0
227,17,2023-03-19,149.0
436,9,2023-03-26,322.0
422,4,2023-01-30,303.0
21,14,2024-12-25,41.0
397,19,2023-02-18,208.0
105,3,2023-05-25,118.0
192,14,2023-03-10,233.0
17,8,2023-02-27,180.0
120,1,2024-11-27,431.0
393,10,2024-07-27,212.0
425,18,2024-04-23,240.0
129,16,2024-03-20,248.0
130,8,2023-10-23,140.0
29,1,2024-11-08,68.0
97,12,2023-06-20,405.0
10,8,2024-07-28,303.0
242,16,2023-05-27,41.0
232,18,2024-04-28,71.0
284,4,2023-11-02,349.0
200,6,2024-11-03,385.0
79,12,2024-10-14,244.0
173,9,2024-08-31,180.0
467,15,2024-03-21,393.0
416,16,2023-08-09,240.0
449,12,2024-07-08,481.0
87,14,2024-01-13,145.0
101,13,2024-09-11,228.0
8,2,2023-09-23,83.0
200,3,2023-04-05,426.0
10,10,2023-09-19,233.0
87,9,2023-03-12,386.0
385,8,2024-06-16,240.0
435,10,2023-04-02,386.0
408,19,2023-05-07,10.0
483,3,2023-03-21,419.0
17,5,2023-08-26,253.0
148,3,2024-01-07,167.0
277,16,2024-04-30,104.0
232,17,2024-11-24,430.0
366,15,2023-01-25,109.0
228,3,2023-06-05,302.0
436,12,2024-05-31,448.0
399,9,2024-09-23,293.0
211,12,2024-06-13,113.0
391,15,2024-12-10,353.0
499,2,2023-02-26,126.0
491,18,2024-08-27,400.0
442,20,2023-01-19,90.0
261,12,2024-01-19,367.0
350,4,2023-07-12,386.0
352,16,2023-08-25,367.0
196,16,2024-01-22,107.0
320,1,2024-03-01,186.0
138,2,2023-10-04,107.0
368,3,2023-08-15,71.0
220,20,2024-07-05,234.0
337,17,2023-11-19,448.0
223,20,2023-06-02,481.0
360,1,2024-09-30,302.0
329,20,2023-08-25,42.0
463,6,2023-02-24,240.0
382,15,2024-03-11,180.0
169,14,2024-11-14,56.0
217,20,2023-04-19,372.0
119,14,2024-01-03,349.0
190,5,2023-07-17,304.0
370,6,2024-01-06,366.0
149,17,2024-01-08,120.0
488,11,2024-05-11,303.0
374,16,2024-08-21,353.0
160,12,2023-07-20,331.0
351,15,2024-05-23,350.0
288,4,2023-11-18,170.0
288,18,2023-10-02,83.0
226,3,2023-07-30,41.0
273,8,2024-05-18,419.0
402,3,2023-04-28,411.0
183,8,2024-12-03,230.0
488,18,2024-07-07,427.0
124,10,2023-02-11,396.0
414,20,2023-11-11,123.0
172,17,2023-11-25,386.0
288,8,2023-01-17,322.0
435,11,2023-10-10,393.0
113,5,2023-09-15,208.0
122,13,2024-07-28,94.0
222,5,2024-07-27,303.0
39,13,2024-09-03,353.0
497,6,2023-01-19,118.0
233,5,2024-06-12,100.0
149,9,2024-02-27,20.0
397,16,2024-04-10,353.0
302,2,2024-01-08,77.0
360,1,2023-03-22,386.0
238,8,2024-07-04,498.0
236,19,2024-07-01,386.0
203,11,2024-02-28,411.0
256,12,2024-03-04,104.0
235,12,2024-01-23,214.0
345,7,2024-12-09,42.0
466,13,2024-10-31,491.0
213,8,2023-07-23,242.0
463,9,2023-07-15,242.0
436,7,2024-12-28,467.0
283,15,2023-10-12,160.0
463,2,2023-07-15,396.0
407,20,2023-11-03,242.0
88,12,2024-10-25,481.0
44,1,2023-01-14,120.0
461,8,2023-05-26,56.0
278,5,2023-02-26,405.0
421,15,2024-12-23,104.0
353,1,2023-07-29,228.0
71,1,2024-06-12,167.0
19,10,2023-12-10,349.0
23,10,2024-12-15,228.0
413,15,2024-09-02,20.0
108,6,2023-07-28,366.0
281,13,2023-12-01,95.0
128,16,2023-10-15,126.0
229,8,2023-09-09,349.0
111,15,2023-09-22,244.0
136,17,2023-09-28,126.0
362,17,2024-11-30,233.0
186,13,2024-02-23,244.0
129,17,2024-12-26,171.0
261,6,2023-07-30,304.0
71,17,2023-12-31,331.0
449,16,2023-03-17,367.0
104,14,2024-10-21,353.0
483,13,2023-11-17,109.0
224,6,2024-12-25,113.0
491,3,2024-03-08,349.0
473,14,2023-04-19,230.0
10,14,2024-10-02,208.0
405,15,2024-06-05,481.0
302,8,2023-02-16,302.0
231,15,2024-01-14,386.0
112,17,2023-04-13,109.0
13,3,2023-05-26,349.0
393,6,2023-01-27,23.0
500,5,2024-06-13,431.0
234,17,2024-11-09,304.0
314,2,2023-03-23,107.0
12,15,2024-03-03,233.0
209,5,2024-08-06,314.0
14,20,2024-04-23,228.0
418,6,2023-06-11,331.0
437,6,2024-02-06,56.0
377,18,2024-05-22,396.0
20,18,2023-02-07,123.0
70,4,2024-05-25,484.0
211,17,2024-01-28,386.0
101,14,2024-12-13,51.0
132,14,2024-05-08,491.0
381,13,2023-07-19,375.0
132,7,2023-09-12,56.0
20,12,2023-06-28,366.0
154,19,2024-08-16,350.0
469,11,2024-01-24,109.0
405,15,2024-02-02,419.0
202,12,2023-06-07,498.0
38,3,2023-01-04,10.0
188,17,2023-06-16,180.0
57,3,2024-04-12,349.0
20,19,2024-02-13,160.0
273,20,2024-02-16,171.0
119,4,2023-07-23,107.0
329,3,2023-07-13,185.0
221,16,2023-08-23,24.0
71,12,2024-12-18,83.0
336,8,2023-05-30,77.0
55,17,2023-06-08,293.0
500,7,2023-10-06,396.0
162,11,2024-02-08,484.0
159,18,2024-11-08,100.0
188,1,2023-11-07,113.0
60,3,2023-03-09,481.0
319,4,2024-04-07,180.0
211,13,2023-03-29,244.0
406,6,2023-08-05,386.0
109,14,2023-01-01,233.0
76,5,2023-05-15,367.0
314,16,2024-11-27,248.0
117,15,2023-12-17,23.0
19,15,2023-05-20,386.0
432,4,2024-09-09,382.0
350,8,2023-05-13,303.0
183,16,2024-09-11,167.0
113,16,2023-06-27,230.0
183,4,2023-12-24,349.0
481,13,2024-01-15,400.0
146,13,2024-10-19,208.0
113,2,2024-03-25,385.0
476,3,2024-08-08,400.0
303,8,2024-04-07,148.0
118,15,2023-04-18,41.0
161,11,2023-05-02,77.0
401,9,2023-01-17,244.0
198,7,2023-07-15,148.0
260,13,2023-11-23,448.0
47,2,2023-11-14,341.0
399,8,2024-04-23,426.0
78,7,2023-09-09,349.0
124,12,2024-05-17,233.0
75,19,2023-04-29,430.0
137,7,2024-11-04,481.0
400,10,2024-12-10,24.0
10,16,2024-05-12,51.0
500,3,2024-04-30,331.0
138,10,2023-02-14,212.0
50,6,2023-11-10,373.0
254,18,2023-06-28,160.0
426,18,2024-02-22,400.0
302,5,2024-07-09,127.0
349,7,2023-03-19,83.0
49,2,2023-11-22,66.0
74,11,2024-11-20,159.0
261,13,2023-12-23,375.0
356,5,2024-02-20,385.0
260,6,2024-05-29,113.0
295,14,2023-08-02,113.0
313,12,2023-03-15,171.0
182,4,2024-07-16,126.0
364,6,2024-08-01,170.0
188,10,2024-05-23,24.0
408,18,2023-11-28,400.0
414,15,2023-04-03,386.0
342,8,2024-11-18,396.0
220,9,2024-10-18,293.0
163,5,2024-06-02,180.0
220,10,2023-09-26,498.0
270,20,2024-01-11,366.0
400,6,2023-01-04,405.0
182,16,2023-05-18,109.0
205,3,2023-08-19,109.0
228,10,2024-08-22,77.0
250,11,2024-06-12,406.0
441,11,2023-02-21,405.0
196,17,2024-10-07,253.0
70,4,2023-11-21,484.0
399,17,2024-12-31,66.0
203,9,2024-12-17,20.0
148,19,2024-12-23,77.0
472,5,2023-10-04,94.0
199,6,2024-06-19,214.0
426,3,2024-04-30,100.0
492,1,2024-05-30,228.0
142,20,2023-06-01,293.0
165,11,2023-09-16,100.0
314,13,2023-11-20,427.0
21,10,2023-06-17,396.0
82,3,2024-11-18,396.0
131,9,2023-11-06,41.0
305,12,2024-04-23,186.0
371,14,2023-02-25,66.0
384,1,2024-09-11,498.0
445,18,2024-04-17,396.0
425,17,2023-10-23,366.0
161,9,2024-04-05,411.0
178,9,2023-11-20,248.0
490,10,2023-05-21,123.0
327,19,2024-10-28,258.0
289,15,2023-09-19,51.0
354,5,2024-02-24,186.0
28,15,2023-08-29,448.0
43,20,2023-12-21,448.0
423,2,2024-08-11,426.0
177,13,2023-06-29,180.0
494,16,2023-03-07,56.0
198,15,2023-12-14,107.0
428,10,2023-06-20,372.0
348,14,2024-04-18,411.0
22,10,2024-06-17,107.0
112,14,2024-01-02,498.0
57,9,2023-04-17,120.0
66,14,2024-03-14,341.0
98,3,2023-08-15,23.0
144,20,2024-03-19,386.0
435,16,2024-03-17,430.0
86,2,2024-01-31,185.0
344,10,2024-12-28,411.0
294,3,2024-08-03,448.0
32,11,2024-09-06,349.0
391,13,2024-07-04,23.0
277,7,2023-01-13,140.0
154,17,2024-11-23,56.0
383,2,2024-05-07,386.0
68,12,2023-09-25,304.0
214,10,2024-06-08,400.0
376,18,2023-04-30,380.0
213,11,2023-12-19,367.0
79,16,2023-02-26,350.0
381,17,2023-02-09,349.0
58,19,2023-12-02,258.0
26,18,2024-10-01,100.0
447,3,2023-06-22,491.0
66,16,2024-06-30,159.0
254,6,2023-09-16,103.0
44,12,2024-05-31,68.0
97,11,2024-12-30,484.0
227,15,2024-06-06,228.0
436,15,2023-04-27,372.0
379,16,2023-07-03,448.0
178,10,2023-04-26,100.0
427,12,2023-06-11,411.0
307,13,2024-08-01,336.0
409,4,2024-12-12,95.0
268,7,2024-06-26,71.0
8,2,2024-08-09,113.0
95,15,2023-08-25,491.0
476,8,2023-03-07,208.0
297,7,2023-03-11,118.0
164,15,2024-03-22,23.0
485,14,2024-02-20,498.0
72,8,2024-06-15,42.0
238,12,2024-03-16,366.0
104,13,2024-04-08,42.0
210,11,2024-01-31,126.0
468,17,2024-12-11,293.0
268,4,2024-10-18,94.0
386,8,2024-07-10,66.0
387,5,2024-01-30,430.0
259,16,2023-11-22,457.0
283,4,2023-04-01,160.0
40,15,2023-03-11,396.0
486,12,2023-06-15,382.0
220,5,2024-10-03,336.0
129,16,2023-08-02,167.0
196,14,2024-08-23,10.0
260,10,2023-12-01,248.0
366,7,2024-01-04,484.0
16,13,2024-08-06,491.0
129,20,2024-11-07,303.0
109,5,2023-02-18,104.0
269,3,2023-02-21,148.0
162,15,2023-10-16,171.0
260,4,2024-09-17,349.0
102,15,2023-08-27,386.0
211,14,2023-05-13,349.0
247,20,2023-06-15,375.0
131,19,2024-01-09,113.0
196,10,2024-04-22,212.0
382,5,2024-04-23,258.0
227,20,2024-10-11,100.0
476,20,2024-08-13,149.0
477,6,2024-11-12,160.0
265,4,2024-09-26,367.0
372,2,2024-11-18,469.0
486,16,2023-10-27,373.0
434,18,2023-03-23,140.0
377,4,2023-08-13,258.0
395,13,2023-01-16,148.0
450,19,2023-12-24,373.0
364,2,2023-06-12,481.0
457,13,2024-09-01,322.0
226,11,2024-10-29,120.0
131,4,2024-05-28,149.0
476,20,2023-12-16,431.0
277,20,2024-11-11,405.0
156,15,2024-04-08,375.0
218,4,2024-01-10,107.0
190,9,2023-04-02,180.0
417,7,2023-06-30,367.0
41,19,2023-10-28,349.0
307,19,2024-10-21,180.0
338,6,2023-07-08,107.0
314,6,2023-11-10,481.0
75,20,2024-05-07,396.0
176,15,2024-06-02,107.0
273,20,2024-03-01,244.0
289,9,2024-07-12,457.0
272,4,2024-07-18,42.0
66,18,2023-07-06,66.0
483,18,2024-07-03,234.0
248,5,2024-03-28,240.0
156,20,2024-04-15,107.0
47,11,2024-07-18,107.0
454,5,2023-08-12,42.0
201,4,2023-06-03,56.0
124,12,2024-07-13,448.0
1,2,2023-12-17,349.0
191,13,2023-05-27,167.0
329,10,2024-07-29,107.0
442,9,2023-12-15,42.0
143,10,2023-07-01,180.0
191,7,2024-09-28,100.0
227,4,2023-06-28,491.0
313,19,2023-02-08,431.0
302,10,2023-01-03,331.0
460,3,2023-03-05,349.0
401,19,2023-01-29,302.0
393,2,2024-01-07,484.0
207,20,2024-06-06,90.0
210,10,2023-04-07,293.0
115,2,2024-03-17,104.0
251,2,2023-07-22,51.0
219,17,2024-02-15,104.0
407,16,2023-01-21,258.0
443,16,2024-07-04,426.0
354,14,2023-04-12,448.0
142,7,2023-02-15,10.0
238,11,2023-03-07,349.0
447,1,2024-08-25,385.0
281,11,2023-06-13,160.0
424,4,2023-04-21,382.0
270,7,2023-12-04,103.0
154,15,2023-05-03,431.0
83,18,2024-12-05,426.0
426,12,2024-03-22,406.0
275,17,2024-09-02,228.0
284,1,2023-10-18,185.0
173,11,2024-11-01,118.0
327,1,2024-02-16,94.0
63,15,2024-09-06,104.0
73,10,2023-10-08,118.0
375,7,2023-02-12,20.0
95,2,2024-04-30,302.0
398,10,2024-08-18,293.0
120,4,2024-12-03,185.0
437,12,2023-02-20,349.0
465,19,2023-07-29,331.0
286,11,2023-05-06,126.0
265,8,2024-05-06,457.0
320,18,2024-05-23,123.0
376,11,2024-08-03,406.0
89,11,2023-09-15,148.0
203,13,2023-07-07,100.0
334,3,2023-08-18,68.0
222,12,2023-07-08,104.0
41,3,2024-02-19,467.0
68,10,2023-01-10,427.0
348,17,2023-04-24,331.0
127,2,2023-03-17,127.0
255,17,2024-11-06,419.0
477,2,2023-03-26,127.0
62,20,2023-02-18,396.0
432,6,2024-05-09,373.0
268,10,2024-11-19,100.0
35,10,2024-01-22,95.0
494,8,2024-01-24,396.0
469,1,2023-08-06,104.0
325,13,2024-12-01,186.0
304,9,2023-12-12,149.0
276,10,2023-08-18,23.0
201,15,2023-09-12,234.0
445,5,2023-08-24,170.0
324,16,2023-01-26,240.0
35,13,2024-08-06,448.0
482,20,2023-09-18,41.0
480,18,2023-09-28,113.0
65,11,2023-05-03,302.0
8,9,2024-10-17,430.0
301,16,2023-09-14,386.0
343,2,2024-10-17,127.0
431,2,2024-02-25,180.0
424,12,2023-09-16,386.0
332,8,2023-02-16,170.0
174,12,2023-07-27,314.0
26,9,2023-11-07,380.0
406,10,2023-05-29,109.0
232,2,2024-03-13,186.0
10,16,2023-06-04,160.0
179,20,2024-11-08,426.0
132,7,2023-03-31,481.0
455,2,2024-11-28,109.0
348,1,2023-12-24,331.0
406,19,2023-06-23,304.0
76,4,2023-08-05,41.0
492,2,2024-03-31,382.0
162,2,2024-09-20,23.0
347,15,2023-07-18,491.0
361,12,2024-04-30,242.0
87,5,2024-06-16,126.0
262,20,2023-07-19,126.0
214,7,2024-01-06,336.0
262,10,2024-03-23,349.0
283,14,2023-09-05,118.0
380,5,2023-02-27,304.0
362,18,2023-10-29,322.0
449,14,2023-01-31,170.0
441,2,2024-05-12,469.0
93,12,2023-09-06,100.0
424,6,2024-08-27,314.0
142,4,2023-09-28,427.0
291,13,2024-08-28,240.0
432,4,2024-10-27,170.0
49,14,2024-01-29,214.0
302,16,2024-05-16,331.0
190,4,2024-08-14,350.0
404,13,2023-12-31,349.0
341,4,2024-07-02,293.0
318,20,2023-12-08,113.0
363,18,2024-02-11,386.0
382,6,2024-02-29,382.0
233,3,2023-04-03,180.0
344,13,2024-09-05,411.0
183,16,2024-02-16,244.0
41,5,2024-03-07,396.0
397,4,2024-11-08,244.0
494,8,2023-06-08,123.0
333,19,2023-01-14,123.0
127,14,2024-01-08,120.0
1,7,2023-08-13,426.0
168,14,2024-05-19,303.0
19,6,2023-03-14,51.0
