donor_id,campaign_id,date,amount
70,17,2024-02-13,431
425,9,2023-10-27,419
428,8,2024-08-24,100
428,20,2023-12-23,170
160,18,2023-09-13,386
149,13,2023-12-19,400
230,16,2024-06-04,400
67,9,2024-06-07,77
381,12,2024-11-24,248
58,12,2023-10-11,unknown
259,6,2023-11-08,unknown
342,19,2023-04-09,385
130,7,2023-07-16,123
172,3,2024-04-26,469
209,16,2023-08-14,42
354,18,2024-09-06,386
471,16,2024-09-09,393
116,7,2023-12-31,304
264,4,2024-01-03,393
442,8,2024-07-23,24
453,13,2024-08-12,41
477,13,2023-03-16,234
287,17,2023-02-11,386
303,17,2024-02-26,467
311,5,2023-06-30,253
208,6,2024-06-28,430
446,19,2023-03-12,20
55,13,2024-07-21,234
12,14,2023-04-15,481
400,4,2023-07-19,-10
71,7,2023-04-11,unknown
237,8,2023-11-03,unknown
279,13,2024-08-08,304
348,6,2024-11-13,353
104,6,2024-01-12,127
428,3,2024-10-16,242
248,3,2024-11-08,42
364,13,2024-02-03,349
321,2,2023-08-09,159
286,16,2024-08-17,375
149,6,2023-07-01,103
84,8,2023-11-03,366
406,8,2024-06-05,244
456,6,2024-01-31,427
161,14,2023-01-04,375
460,3,2023-10-08,242
500,10,2023-08-03,149
85,3,2024-09-01,498
481,12,2024-02-24,302
114,17,2023-04-11,51
361,5,2024-06-04,71
341,20,2024-07-26,411
449,9,2023-11-05,42
180,20,2024-10-19,396
407,7,2024-05-24,90
196,4,2023-03-04,180
466,13,2024-09-24,498
311,13,2023-08-14,380
262,10,2023-04-15,349
419,18,2024-02-29,353
406,17,2023-09-12,244
143,20,2024-03-04,-10
342,20,2024-03-09,331
316,13,2023-07-26,382
101,17,2023-01-28,385
244,4,2024-11-12,498
490,1,2023-12-02,77
12,1,2024-08-10,336
239,15,2024-09-19,396
42,13,2023-03-10,unknown
429,17,2024-05-27,100
158,8,2023-06-16,331
216,18,2024-12-30,457
462,13,2024-01-03,349
134,14,2023-09-08,159
67,8,2024-11-16,258
7,8,2023-06-19,170
73,15,2023-03-31,24
399,13,2024-07-14,427
405,7,2024-03-21,331
130,5,2023-10-21,71
466,17,2023-05-30,126
206,16,2023-05-12,234
266,2,2024-03-08,244
253,18,2023-02-28,431
289,17,2023-07-18,386
164,7,2023-08-03,385
95,13,2024-07-14,396
110,18,2024-04-16,427
336,14,2023-09-04,159
238,18,2024-01-17,148
381,13,2023-08-27,unknown
436,11,2024-01-02,314
483,16,2023-06-17,375
25,17,2024-07-13,unknown
117,8,2023-02-20,208
482,19,2024-09-01,233
392,20,2024-12-28,240
79,15,2024-11-19,244
173,9,2024-01-15,120
12,20,2024-04-18,113
128,10,2023-03-21,109
92,12,2024-11-27,230
447,20,2024-01-02,171
390,1,2024-04-05,234
43,20,2024-06-22,405
254,9,2024-03-27,103
130,15,2024-04-08,41
60,1,2024-04-22,113
467,12,2024-02-24,126
287,3,2024-12-07,233
428,11,2023-08-02,293
467,2,2024-01-04,100
345,16,2023-04-24,90
382,9,2024-05-17,491
253,15,2024-09-27,242
56,12,2024-08-10,83
463,1,2023-11-07,100
457,13,2024-04-13,90
83,14,2024-12-08,353
99,8,2023-02-13,396
149,8,2024-02-19,380
329,12,2024-11-28,107
156,1,2023-09-03,228
190,11,2023-03-25,90
494,8,2023-07-26,107
263,10,2023-05-31,90
80,19,2024-10-29,23
400,11,2024-06-11,396
260,7,2023-06-14,448
101,11,2023-05-25,228
359,17,2023-02-06,159
380,1,2023-11-29,304
221,8,2024-02-07,100
420,6,2024-02-18,20
124,18,2023-02-14,372
422,6,2024-02-06,385
231,5,2023-07-25,95
63,13,2023-03-03,386
485,19,2024-02-24,10
483,8,2024-04-12,42
418,9,2023-01-19,unknown
155,17,2023-12-31,244
92,3,2023-10-27,366
455,19,2023-01-07,56
390,11,2024-03-03,95
183,17,2023-04-27,385
386,19,2024-08-02,382
405,2,2024-05-21,349
246,8,2024-06-29,185
471,19,2024-12-06,491
423,7,2023-11-21,349
65,17,2023-02-24,258
13,6,2023-02-11,366
213,19,2023-10-24,148
242,6,2023-08-19,341
493,2,2024-03-28,341
213,6,2024-01-29,366
338,5,2024-06-05,341
173,19,2023-12-24,396
164,20,2024-03-19,233
465,4,2023-05-08,396
497,17,2024-11-21,244
395,11,2024-02-09,10
308,4,2024-01-27,293
183,13,2023-07-12,
390,20,2024-08-26,427
227,17,2023-03-19,149
436,9,2023-03-26,322
422,4,2023-01-30,303
21,14,2024-12-25,41
397,19,2023-02-18,208
105,3,2023-05-25,118
192,14,2023-03-10,233
17,8,2023-02-27,180
120,1,2024-11-27,431
393,10,2024-07-27,212
425,18,2024-04-23,240
129,16,2024-03-20,248
130,8,2023-10-23,140
29,1,2024-11-08,68
97,12,2023-06-20,405
10,8,2024-07-28,303
242,16,2023-05-27,41
232,18,2024-04-28,71
284,4,2023-11-02,349
200,6,2024-11-03,385
79,12,2024-10-14,244
173,9,2024-08-31,180
467,15,2024-03-21,393
416,16,2023-08-09,240
449,12,2024-07-08,481
87,14,2024-01-13,145
101,13,2024-09-11,228
8,2,2023-09-23,83
200,3,2023-04-05,426
10,10,2023-09-19,233
87,9,2023-03-12,386
43,20,2023-08-07,
385,8,2024-06-16,240
435,10,2023-04-02,386
408,19,2023-05-07,10
483,3,2023-03-21,419
17,5,2023-08-26,253
148,3,2024-01-07,167
277,16,2024-04-30,104
232,17,2024-11-24,430
366,15,2023-01-25,109
228,3,2023-06-05,302
436,12,2024-05-31,448
399,9,2024-09-23,293
211,12,2024-06-13,113
391,15,2024-12-10,353
499,2,2023-02-26,126
491,18,2024-08-27,400
442,20,2023-01-19,90
261,12,2024-01-19,367
350,4,2023-07-12,386
352,16,2023-08-25,367
196,16,2024-01-22,107
320,1,2024-03-01,186
138,2,2023-10-04,107
368,3,2023-08-15,71
220,20,2024-07-05,234
337,17,2023-11-19,448
223,20,2023-06-02,481
360,1,2024-09-30,302
329,20,2023-08-25,42
463,6,2023-02-24,240
382,15,2024-03-11,180
169,14,2024-11-14,56
217,20,2023-04-19,372
378,15,2023-07-03,
119,14,2024-01-03,349
190,5,2023-07-17,304
370,6,2024-01-06,366
149,17,2024-01-08,120
488,11,2024-05-11,303
374,16,2024-08-21,353
160,12,2023-07-20,331
351,15,2024-05-23,350
288,4,2023-11-18,170
288,18,2023-10-02,83
226,3,2023-07-30,41
273,8,2024-05-18,419
402,3,2023-04-28,411
183,8,2024-12-03,230
488,18,2024-07-07,427
124,10,2023-02-11,396
414,20,2023-11-11,123
172,17,2023-11-25,386
288,8,2023-01-17,322
435,11,2023-10-10,393
113,5,2023-09-15,208
122,13,2024-07-28,94
222,5,2024-07-27,303
39,13,2024-09-03,353
497,6,2023-01-19,118
233,5,2024-06-12,100
149,9,2024-02-27,20
397,16,2024-04-10,353
302,2,2024-01-08,77
360,1,2023-03-22,386
238,8,2024-07-04,498
236,19,2024-07-01,386
203,11,2024-02-28,411
256,12,2024-03-04,104
235,12,2024-01-23,214
345,7,2024-12-09,42
466,13,2024-10-31,491
213,8,2023-07-23,242
463,9,2023-07-15,242
436,7,2024-12-28,467
283,15,2023-10-12,160
463,2,2023-07-15,396
407,20,2023-11-03,242
88,12,2024-10-25,481
44,1,2023-01-14,120
461,8,2023-05-26,56
278,5,2023-02-26,405
421,15,2024-12-23,104
353,1,2023-07-29,228
71,1,2024-06-12,167
19,10,2023-12-10,349
23,10,2024-12-15,228
413,15,2024-09-02,20
30,17,2023-10-06,-10
108,6,2023-07-28,366
367,3,2024-10-02,0
281,13,2023-12-01,95
128,16,2023-10-15,126
229,8,2023-09-09,349
111,15,2023-09-22,244
136,17,2023-09-28,126
362,17,2024-11-30,233
186,13,2024-02-23,244
129,17,2024-12-26,171
261,6,2023-07-30,304
71,17,2023-12-31,331
449,16,2023-03-17,367
104,14,2024-10-21,353
483,13,2023-11-17,109
224,6,2024-12-25,113
491,3,2024-03-08,349
473,14,2023-04-19,230
10,14,2024-10-02,208
405,15,2024-06-05,481
302,8,2023-02-16,302
231,15,2024-01-14,386
66,13,2023-04-06,
112,17,2023-04-13,109
13,3,2023-05-26,349
393,6,2023-01-27,23
500,5,2024-06-13,431
234,17,2024-11-09,304
314,2,2023-03-23,107
12,15,2024-03-03,233
209,5,2024-08-06,314
14,20,2024-04-23,228
418,6,2023-06-11,331
437,6,2024-02-06,56
377,18,2024-05-22,396
20,18,2023-02-07,123
70,4,2024-05-25,484
211,17,2024-01-28,386
101,14,2024-12-13,51
132,14,2024-05-08,491
381,13,2023-07-19,375
132,7,2023-09-12,56
20,12,2023-06-28,366
227,15,2024-06-30,unknown
154,19,2024-08-16,350
469,11,2024-01-24,109
405,15,2024-02-02,419
202,12,2023-06-07,498
38,3,2023-01-04,10
188,17,2023-06-16,180
57,3,2024-04-12,349
20,19,2024-02-13,160
273,20,2024-02-16,171
119,4,2023-07-23,107
329,3,2023-07-13,185
221,16,2023-08-23,24
71,12,2024-12-18,83
336,8,2023-05-30,77
55,17,2023-06-08,293
500,7,2023-10-06,396
162,11,2024-02-08,484
159,18,2024-11-08,100
188,1,2023-11-07,113
60,3,2023-03-09,481
319,4,2024-04-07,180
211,13,2023-03-29,244
406,6,2023-08-05,386
109,14,2023-01-01,233
76,5,2023-05-15,367
314,16,2024-11-27,248
117,15,2023-12-17,23
19,15,2023-05-20,386
432,4,2024-09-09,382
350,8,2023-05-13,303
183,16,2024-09-11,167
113,16,2023-06-27,230
183,4,2023-12-24,349
481,13,2024-01-15,400
146,13,2024-10-19,208
113,2,2024-03-25,385
476,3,2024-08-08,400
303,8,2024-04-07,148
118,15,2023-04-18,41
161,11,2023-05-02,77
401,9,2023-01-17,244
198,7,2023-07-15,148
260,13,2023-11-23,448
47,2,2023-11-14,341
399,8,2024-04-23,426
78,7,2023-09-09,349
124,12,2024-05-17,233
75,19,2023-04-29,430
137,7,2024-11-04,481
400,10,2024-12-10,24
10,16,2024-05-12,51
500,3,2024-04-30,331
138,10,2023-02-14,212
50,6,2023-11-10,373
254,18,2023-06-28,160
426,18,2024-02-22,400
302,5,2024-07-09,127
349,7,2023-03-19,83
49,2,2023-11-22,66
74,11,2024-11-20,159
261,13,2023-12-23,375
356,5,2024-02-20,385
260,6,2024-05-29,113
295,14,2023-08-02,113
313,12,2023-03-15,171
182,4,2024-07-16,126
364,6,2024-08-01,170
188,10,2024-05-23,24
408,18,2023-11-28,400
414,15,2023-04-03,386
342,8,2024-11-18,396
220,9,2024-10-18,293
163,5,2024-06-02,180
220,10,2023-09-26,498
270,20,2024-01-11,366
400,6,2023-01-04,405
182,16,2023-05-18,109
205,3,2023-08-19,109
228,10,2024-08-22,77
250,11,2024-06-12,406
441,11,2023-02-21,405
196,17,2024-10-07,253
418,4,2024-12-23,
70,4,2023-11-21,484
399,17,2024-12-31,66
203,9,2024-12-17,20
148,19,2024-12-23,77
472,5,2023-10-04,94
199,6,2024-06-19,214
426,3,2024-04-30,100
492,1,2024-05-30,228
142,20,2023-06-01,293
313,16,2024-04-27,unknown
165,11,2023-09-16,100
314,13,2023-11-20,427
21,10,2023-06-17,396
82,3,2024-11-18,396
131,9,2023-11-06,41
305,12,2024-04-23,186
371,14,2023-02-25,66
384,1,2024-09-11,498
445,18,2024-04-17,396
425,17,2023-10-23,366
161,9,2024-04-05,411
178,9,2023-11-20,248
490,10,2023-05-21,123
327,19,2024-10-28,258
289,15,2023-09-19,51
354,5,2024-02-24,186
28,15,2023-08-29,448
43,20,2023-12-21,448
423,2,2024-08-11,426
177,13,2023-06-29,180
494,16,2023-03-07,56
198,15,2023-12-14,107
428,10,2023-06-20,372
348,14,2024-04-18,411
22,10,2024-06-17,107
112,14,2024-01-02,498
57,9,2023-04-17,120
66,14,2024-03-14,341
98,3,2023-08-15,23
144,20,2024-03-19,386
435,16,2024-03-17,430
86,2,2024-01-31,185
344,10,2024-12-28,411
294,3,2024-08-03,448
243,11,2023-03-25,-10
32,11,2024-09-06,349
391,13,2024-07-04,23
277,7,2023-01-13,140
154,17,2024-11-23,56
383,2,2024-05-07,386
68,12,2023-09-25,304
214,10,2024-06-08,400
376,18,2023-04-30,380
213,11,2023-12-19,367
79,16,2023-02-26,350
381,17,2023-02-09,349
58,19,2023-12-02,258
26,18,2024-10-01,100
447,3,2023-06-22,491
66,16,2024-06-30,159
254,6,2023-09-16,103
44,12,2024-05-31,68
97,11,2024-12-30,484
227,15,2024-06-06,228
436,15,2023-04-27,372
379,16,2023-07-03,448
178,10,2023-04-26,100
427,12,2023-06-11,411
307,13,2024-08-01,336
409,4,2024-12-12,95
268,7,2024-06-26,71
8,2,2024-08-09,113
95,15,2023-08-25,491
476,8,2023-03-07,208
297,7,2023-03-11,118
164,15,2024-03-22,23
485,14,2024-02-20,498
72,8,2024-06-15,42
238,12,2024-03-16,366
104,13,2024-04-08,42
210,11,2024-01-31,126
468,17,2024-12-11,293
454,17,2024-07-04,unknown
268,4,2024-10-18,94
386,8,2024-07-10,66
387,5,2024-01-30,430
259,16,2023-11-22,457
283,4,2023-04-01,160
40,15,2023-03-11,396
486,12,2023-06-15,382
220,5,2024-10-03,336
129,16,2023-08-02,167
196,14,2024-08-23,10
260,10,2023-12-01,248
366,7,2024-01-04,484
16,13,2024-08-06,491
129,20,2024-11-07,303
109,5,2023-02-18,104
269,3,2023-02-21,148
162,15,2023-10-16,171
260,4,2024-09-17,349
102,15,2023-08-27,386
211,14,2023-05-13,349
247,20,2023-06-15,375
131,19,2024-01-09,113
353,13,2024-01-08,unknown
196,10,2024-04-22,212
382,5,2024-04-23,258
227,20,2024-10-11,100
476,20,2024-08-13,149
477,6,2024-11-12,160
265,4,2024-09-26,367
372,2,2024-11-18,469
486,16,2023-10-27,373
434,18,2023-03-23,140
211,5,2023-03-28,-10
377,4,2023-08-13,258
395,13,2023-01-16,148
450,19,2023-12-24,373
364,2,2023-06-12,481
457,13,2024-09-01,322
226,11,2024-10-29,120
131,4,2024-05-28,149
476,20,2023-12-16,431
277,20,2024-11-11,405
156,15,2024-04-08,375
218,4,2024-01-10,107
190,9,2023-04-02,180
417,7,2023-06-30,367
41,19,2023-10-28,349
307,19,2024-10-21,180
338,6,2023-07-08,107
314,6,2023-11-10,481
75,20,2024-05-07,396
279,15,2023-05-08,-10
176,15,2024-06-02,107
273,20,2024-03-01,244
289,9,2024-07-12,457
272,4,2024-07-18,42
66,18,2023-07-06,66
483,18,2024-07-03,234
248,5,2024-03-28,240
156,20,2024-04-15,107
47,11,2024-07-18,107
454,5,2023-08-12,42
201,4,2023-06-03,56
124,12,2024-07-13,448
1,2,2023-12-17,349
191,13,2023-05-27,167
329,10,2024-07-29,107
442,9,2023-12-15,42
143,10,2023-07-01,180
191,7,2024-09-28,100
227,4,2023-06-28,491
313,19,2023-02-08,431
302,10,2023-01-03,331
460,3,2023-03-05,349
401,19,2023-01-29,302
393,2,2024-01-07,484
207,20,2024-06-06,90
210,10,2023-04-07,293
115,2,2024-03-17,104
251,2,2023-07-22,51
219,17,2024-02-15,104
407,16,2023-01-21,258
443,16,2024-07-04,426
354,14,2023-04-12,448
142,7,2023-02-15,10
238,11,2023-03-07,349
447,1,2024-08-25,385
281,11,2023-06-13,160
424,4,2023-04-21,382
270,7,2023-12-04,103
154,15,2023-05-03,431
83,18,2024-12-05,426
426,12,2024-03-22,406
275,17,2024-09-02,228
284,1,2023-10-18,185
173,11,2024-11-01,118
327,1,2024-02-16,94
63,15,2024-09-06,104
73,10,2023-10-08,118
375,7,2023-02-12,20
95,2,2024-04-30,302
398,10,2024-08-18,293
120,4,2024-12-03,185
437,12,2023-02-20,349
465,19,2023-07-29,331
286,11,2023-05-06,126
265,8,2024-05-06,457
320,18,2024-05-23,123
376,11,2024-08-03,406
89,11,2023-09-15,148
203,13,2023-07-07,100
334,3,2023-08-18,68
222,12,2023-07-08,104
41,3,2024-02-19,467
68,10,2023-01-10,427
348,17,2023-04-24,331
127,2,2023-03-17,127
255,17,2024-11-06,419
16,16,2024-05-16,-10
477,2,2023-03-26,127
62,20,2023-02-18,396
432,6,2024-05-09,373
268,10,2024-11-19,100
35,10,2024-01-22,95
494,8,2024-01-24,396
469,1,2023-08-06,104
325,13,2024-12-01,186
304,9,2023-12-12,149
276,10,2023-08-18,23
201,15,2023-09-12,234
445,5,2023-08-24,170
324,16,2023-01-26,240
35,13,2024-08-06,448
482,20,2023-09-18,41
480,18,2023-09-28,113
65,11,2023-05-03,302
8,9,2024-10-17,430
301,16,2023-09-14,386
343,2,2024-10-17,127
431,2,2024-02-25,180
424,12,2023-09-16,386
332,8,2023-02-16,170
438,9,2024-06-08,unknown
174,12,2023-07-27,314
26,9,2023-11-07,380
406,10,2023-05-29,109
232,2,2024-03-13,186
10,16,2023-06-04,160
179,20,2024-11-08,426
132,7,2023-03-31,481
455,2,2024-11-28,109
348,1,2023-12-24,331
406,19,2023-06-23,304
76,4,2023-08-05,41
492,2,2024-03-31,382
194,14,2024-08-31,-10
162,2,2024-09-20,23
347,15,2023-07-18,491
361,12,2024-04-30,242
87,5,2024-06-16,126
262,20,2023-07-19,126
214,7,2024-01-06,336
262,10,2024-03-23,349
283,14,2023-09-05,118
467,14,2023-09-21,
380,5,2023-02-27,304
362,18,2023-10-29,322
449,14,2023-01-31,170
441,2,2024-05-12,469
93,12,2023-09-06,100
424,6,2024-08-27,314
142,4,2023-09-28,427
291,13,2024-08-28,240
432,4,2024-10-27,170
49,14,2024-01-29,214
302,16,2024-05-16,331
190,4,2024-08-14,350
136,1,2023-03-25,0
404,13,2023-12-31,349
341,4,2024-07-02,293
318,20,2023-12-08,113
363,18,2024-02-11,386
382,6,2024-02-29,382
233,3,2023-04-03,180
344,13,2024-09-05,411
183,16,2024-02-16,244
41,5,2024-03-07,396
397,4,2024-11-08,244
494,8,2023-06-08,123
333,19,2023-01-14,123
127,14,2024-01-08,120
1,7,2023-08-13,426
168,14,2024-05-19,303
19,6,2023-03-14,51
332,12,2023-09-06,56
456,16,2024-05-25,469
109,17,2024-08-25,20
268,13,2023-08-04,419
445,14,2024-08-24,149
240,7,2024-06-24,10
301,14,2023-08-08,159
103,15,2024-12-27,248
250,12,2023-08-09,304
453,17,2024-01-24,71
196,9,2024-07-07,94
153,15,2024-10-08,20
174,12,2023-02-11,303
343,2,2024-11-06,51
431,5,2023-10-10,140
324,13,2023-02-27,380
420,20,2024-06-20,467
485,8,2023-03-14,385
412,14,2023-05-09,373
84,15,2024-08-21,405
113,11,2024-03-01,302
332,1,2024-10-26,90
378,3,2024-11-24,242
41,17,2023-05-05,349
105,19,2023-03-08,248
202,14,2023-01-06,unknown
450,8,2024-09-28,100
266,13,2023-11-10,103
210,20,2023-11-22,104
118,3,2024-07-18,71
377,5,2024-07-31,148
84,9,2024-05-20,0
454,6,2023-03-23,94
348,2,2024-08-21,431
387,13,2023-01-02,386
350,5,2023-07-23,103
296,8,2024-10-23,171
258,1,2024-02-08,386
81,20,2023-04-13,375
268,12,2024-06-19,419
419,11,2024-01-03,180
235,7,2023-07-31,24
311,15,2024-07-30,104
357,11,2023-07-28,186
213,16,2023-04-27,350
49,3,2024-09-19,349
127,20,2024-04-22,118
223,14,2023-04-15,491
279,3,2024-05-09,233
408,1,2023-02-15,10
10,15,2023-11-27,386
294,1,2023-08-04,185
277,17,2024-05-06,430
438,2,2024-03-24,83
107,20,2024-06-19,314
420,6,2024-05-25,350
429,8,2024-04-02,66
375,16,2024-06-30,123
73,19,2024-06-19,303
30,1,2024-06-23,148
188,3,2024-04-28,24
364,3,2023-01-16,426
451,5,2024-07-24,302
195,12,2023-08-31,244
156,12,2023-07-26,491
172,20,2023-09-28,233
41,13,2024-12-05,253
63,20,2024-12-30,42
23,9,2023-04-25,186
360,7,2024-08-02,426
75,4,2023-10-26,467
118,19,2024-04-27,253
380,19,2024-02-01,258
290,6,2024-01-29,373
440,13,2023-03-16,228
7,11,2024-04-26,491
196,13,2023-04-13,214
421,13,2023-10-24,90
193,20,2023-06-27,380
148,15,2023-08-03,331
202,13,2023-11-11,240
444,11,2023-02-08,430
419,19,2023-09-16,208
427,8,2024-12-16,244
479,20,2023-01-07,469
475,8,2023-02-18,400
126,10,2024-06-21,350
395,16,2023-06-10,230
325,19,2023-06-25,430
392,11,2024-08-13,457
440,13,2023-01-02,123
204,9,2024-03-30,405
486,20,2024-10-05,491
31,19,2023-10-03,94
388,16,2024-05-12,214
434,7,2024-09-20,304
